,Datetime,Open,High,Low,Close
48,2023-03-24 13:10:00,39646.7,39705.8,39646.7,39701.9
49,2023-03-24 13:15:00,39700.7,39729.6,39670.65,39684.0
50,2023-03-24 13:20:00,39687.6,39690.7,39626.45,39685.15
51,2023-03-24 13:25:00,39683.6,39688.0,39634.2,39663.4
52,2023-03-24 13:30:00,39668.3,39677.35,39609.7,39614.2
53,2023-03-24 13:35:00,39608.75,39616.15,39561.95,39568.35
54,2023-03-24 13:40:00,39569.6,39605.15,39549.15,39568.65
55,2023-03-24 13:45:00,39569.3,39612.3,39551.65,39581.25
56,2023-03-24 13:50:00,39583.65,39619.6,39574.6,39603.15
57,2023-03-24 13:55:00,39602.9,39650.85,39583.0,39592.4
58,2023-03-24 14:00:00,39600.3,39603.15,39530.5,39579.55
59,2023-03-24 14:05:00,39578.5,39578.5,39529.85,39562.0
60,2023-03-24 14:10:00,39559.0,39607.8,39536.75,39601.75
61,2023-03-24 14:15:00,39603.2,39603.2,39544.7,39568.15
62,2023-03-24 14:20:00,39568.35,39577.15,39497.25,39520.0
63,2023-03-24 14:25:00,39519.9,39553.35,39462.25,39466.65
64,2023-03-24 14:30:00,39469.0,39480.0,39403.15,39423.9
65,2023-03-24 14:35:00,39427.8,39458.5,39420.1,39436.9
66,2023-03-24 14:40:00,39436.2,39534.8,39432.3,39474.9
67,2023-03-24 14:45:00,39483.55,39492.35,39434.05,39475.2
68,2023-03-24 14:50:00,39475.95,39490.35,39407.5,39477.6
69,2023-03-24 14:55:00,39477.3,39507.35,39441.8,39497.35
70,2023-03-24 15:00:00,39499.2,39513.8,39404.95,39441.2
71,2023-03-24 15:05:00,39442.9,39460.35,39418.35,39459.0
72,2023-03-24 15:10:00,39460.5,39490.8,39440.6,39442.45
73,2023-03-24 15:15:00,39445.0,39453.35,39366.65,39373.15
74,2023-03-24 15:20:00,39373.8,39382.0,39294.9,39306.6
75,2023-03-24 15:25:00,39307.85,39363.15,39305.5,39351.8
76,2023-03-24 15:30:00,39358.25,39395.35,39358.25,39395.35
77,2023-03-27 09:05:00,39484.7,39484.7,39484.7,39484.7
78,2023-03-27 09:15:00,39484.7,39500.7,39360.6,39424.3
79,2023-03-27 09:20:00,39423.35,39423.35,39318.45,39372.55
80,2023-03-27 09:25:00,39375.85,39489.75,39354.8,39448.85
81,2023-03-27 09:30:00,39454.25,39556.4,39442.15,39541.85
82,2023-03-27 09:35:00,39543.65,39586.1,39476.8,39563.05
83,2023-03-27 09:40:00,39563.55,39570.85,39495.7,39501.65
84,2023-03-27 09:45:00,39498.9,39582.65,39469.8,39563.75
85,2023-03-27 09:50:00,39567.95,39573.95,39511.85,39532.35
86,2023-03-27 09:55:00,39530.4,39544.5,39513.45,39530.35
87,2023-03-27 10:00:00,39528.85,39542.2,39487.15,39512.45
88,2023-03-27 10:05:00,39511.85,39550.55,39488.9,39525.9
89,2023-03-27 10:10:00,39526.0,39563.5,39499.5,39503.2
90,2023-03-27 10:15:00,39506.15,39568.95,39500.9,39515.2
91,2023-03-27 10:20:00,39512.7,39535.4,39490.9,39491.6
92,2023-03-27 10:25:00,39490.85,39522.05,39458.25,39517.45
93,2023-03-27 10:30:00,39516.9,39525.1,39489.6,39489.8
94,2023-03-27 10:35:00,39490.25,39490.25,39410.2,39410.2
95,2023-03-27 10:40:00,39407.9,39446.05,39369.5,39375.7
96,2023-03-27 10:45:00,39374.85,39415.75,39353.9,39372.35
97,2023-03-27 10:50:00,39369.45,39389.9,39340.75,39342.6
98,2023-03-27 10:55:00,39343.0,39389.8,39330.75,39355.45
99,2023-03-27 11:00:00,39358.2,39427.8,39334.9,39424.3
100,2023-03-27 11:05:00,39426.7,39436.5,39361.2,39403.85
101,2023-03-27 11:10:00,39407.75,39442.7,39372.25,39377.9
102,2023-03-27 11:15:00,39378.0,39382.25,39304.55,39306.35
103,2023-03-27 11:20:00,39306.7,39360.95,39291.85,39360.95
104,2023-03-27 11:25:00,39358.8,39376.05,39334.55,39337.9
105,2023-03-27 11:30:00,39335.75,39340.25,39275.2,39336.55
106,2023-03-27 11:35:00,39336.2,39432.7,39336.2,39390.4
107,2023-03-27 11:40:00,39390.5,39483.85,39380.8,39468.15
108,2023-03-27 11:45:00,39468.9,39476.15,39410.05,39468.8
109,2023-03-27 11:50:00,39469.3,39479.55,39415.65,39415.65
110,2023-03-27 11:55:00,39416.35,39424.5,39379.05,39379.05
111,2023-03-27 12:00:00,39378.7,39428.55,39359.15,39425.45
112,2023-03-27 12:05:00,39424.65,39485.3,39416.25,39482.25
113,2023-03-27 12:10:00,39482.9,39506.6,39424.45,39430.95
114,2023-03-27 12:15:00,39429.9,39507.95,39413.45,39490.25
115,2023-03-27 12:20:00,39491.0,39537.15,39469.0,39474.5
116,2023-03-27 12:25:00,39469.1,39492.3,39451.55,39485.6
117,2023-03-27 12:30:00,39479.95,39555.9,39479.95,39501.45
118,2023-03-27 12:35:00,39503.05,39526.25,39476.05,39496.8
119,2023-03-27 12:40:00,39494.3,39521.9,39494.3,39516.75
